Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
1092,4962,Jaeden Mohr,Mr,Male,1,Married,104,2020-06-01,\N,Inactive,6/10/2020,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1980
1093,5149,Dr Fabiola Ward Jr,Mr,Male,1,Married,31,2019-09-09,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
1094,5146,Candida Wisozk,Mr,Male,1,Married,31,2019-09-18,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
1097,5075,Karl Rau,Mr,Male,1,Married,134,2020-02-02,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1978
1098,3365,Nichole Murray,Mr,Male,3,Married,71,2017-07-14,3/4/2022,Inactive,3/4/2022,\N,\N,Staff,Contarct Basis,Hindu,Land Supervisor,1980
1104,5099,Allene Sipes,Mr,Male,1,Married,31,2020-03-02,12/26/2020,Inactive,12/26/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
1106,196053,Isabelle Daniel,Mr,Male,1,Married,31,2020-03-02,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1953
1109,50023,Martine Lesch,Mr,Male,5,Married,132,2020-05-27,2/21/2022,Inactive,2/21/2022,1109,\N,Staff,Contarct Basis,Muslim,Senior Design Engineer,1973
1110,4963,Zakary Emmerich,Mr,Male,1,Married,133,2020-06-03,\N,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Senior Purchasing Officer,1985
1120,5113,Antone Kautzer,Mr,Male,1,Single,38,2020-04-02,\N,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Office Assistant,1994
1121,5115,Margaretta Braun,Mr,Male,1,Married,31,2020-04-22,2/18/2021,Inactive,2/18/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
1126,70045,Mallory Runolfsson,Mr,Male,1,Married,122,2019-09-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1983
1127,5127,Mrs Ivah Vandervort,Mr,Male,1,Married,31,2020-12-01,3/25/2022,Inactive,3/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
1130,191003,Esteban Davis,Mr,Male,4,Married,31,2020-05-12,\N,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1968
1131,4965,Mr Devyn Swift,Mr,Male,1,Married,64,2020-06-12,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1976
1132,191004,Garth Gutmann,Mr,Male,4,Married,31,2020-05-12,\N,Inactive,6/9/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1979
1134,191006,Prof Doyle Ankunding,Mr,Male,4,Single,1,2020-05-18,\N,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1979
1135,195012,Mr Anderson Harvey PhD,Mr,Male,3,Married,1,2020-05-14,0000-00-00,Inactive,6/23/2020,\N,\N,Labour,Contarct Basis,Hindu,Skilled Labor,1994
1137,5167,Miss Felicity Skiles,Mr,Male,1,Married,31,2021-02-01,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978
1138,196049,Muriel Turcotte,Mr,Male,1,Married,30,2019-11-23,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966
1139,75146,Emanuel Larkin,Mr,Male,1,Married,31,2019-11-25,12/18/2020,Inactive,12/18/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983
1141,5179,Josefa Goyette,Mr,Male,1,Married,1,2021-02-01,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1969
1158,4966,Belle Roberts DDS,Mr,Male,3,Married,33,2020-06-15,7/14/2022,Inactive,7/14/2022,1158,\N,Staff,Contarct Basis,Hindu,Site Engineer,1982
1164,4967,Dr Gabriel Dicki,Mr,Male,1,Single,8,2020-06-20,\N,Inactive,12/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992
1171,4969,Alysson Rath,Mr,Male,4,Single,27,2020-06-23,0000-00-00,Inactive,9/17/2020,\N,\N,Staff,Contarct Basis,Catholic,Supervisor,1995
1172,4998,Dr Erwin Kuhn III,Mr,Male,1,Married,24,2020-06-24,\N,Inactive,8/7/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995
1173,5001,Judd Johnston,Mr,Male,1,Single,108,2020-07-01,0000-00-00,Inactive,11/19/2020,\N,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1991
1176,50024,Prof Presley Koepp II,Mr,Male,3,Married,6,2020-06-16,11/3/2020,Inactive,11/3/2020,\N,\N,Staff,Contarct Basis,Hindu,Project Manager,1953
1178,5005,Aletha Becker,Mr,Male,3,Married,8,2020-07-13,1/29/2022,Inactive,1/29/2022,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1989
1179,4970,Ezekiel Greenfelder,Mr,Male,1,Married,64,2020-06-24,1/26/2021,Inactive,1/26/2021,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1975
1193,193020,Julius Fay,Mr,Male,1,Married,62,2020-06-01,0000-00-00,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,S/Skill,1957
1208,5000,Anna Morar,Mr,Male,1,Married,24,2020-06-08,10/15/2021,Inactive,10/15/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1980
1212,5004,Dr Nico Hessel Sr,Ms,Female,1,Married,138,2020-07-10,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Receptionist,1994
1215,5006,Ms Lavonne Auer I,Ms,Female,1,Married,17,2020-07-23,\N,Inactive,11/2/2020,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1989
1217,5009,Neha O'Hara,Mr,Male,4,Married,104,2020-08-06,\N,Inactive,10/23/2020,\N,\N,Management,Contarct Basis,Catholic,Accountant,1985
1221,50026,Mrs Alayna Bechtelar,Mr,Male,3,Single,140,2020-06-22,11/28/2020,Inactive,11/28/2020,\N,\N,Staff,Contarct Basis,Hindu,Surveyor Trainee,1994
1222,5010,Heloise Gutkowski,Mr,Male,1,Single,8,2020-08-10,9/30/2022,Inactive,9/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992
1223,5011,Maybell Parker,Mr,Male,1,Single,93,2020-08-10,3/15/2021,Inactive,3/15/2021,\N,\N,Staff,Contarct Basis,Buddhist,Transport Assistant,1998
1280,200004,Bethel Graham,Mr,Male,3,Married,30,2020-08-08,\N,Inactive,9/28/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1959
1288,5019,Iliana Parisian,Mr,Male,3,Married,36,2020-08-27,10/31/2020,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1979
1297,187009,Jarrod Keebler,Mr,Male,4,Married,31,2020-08-19,\N,Inactive,9/22/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1993
1298,187010,Althea O'Kon,Mr,Male,4,Married,1,2020-08-11,\N,Inactive,9/26/2020,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1977
1299,187011,Samantha Franecki,Mr,Male,3,Married,31,2020-08-20,\N,Inactive,9/21/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1992
1300,5041,Arely Lang,Mr,Male,4,Single,84,2020-09-09,0000-00-00,Inactive,12/16/2020,\N,\N,Staff,Contarct Basis,Catholic,HR Executive,1991
1302,5044,Carley Ferry,Mr,Male,1,Single,22,2020-09-11,2/21/2021,Inactive,2/21/2021,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1992
1304,5046,Queenie Wolf,Mr,Male,1,Married,7,2020-09-15,9/30/2021,Inactive,9/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1980
1306,5108,Myles Kris,Miss,Female,1,Single,177,2020-12-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Junior HR Executive,1999
1310,5048,Wilhelm Hill DDS,Mr,Male,1,Single,33,2020-09-21,2/12/2021,Inactive,2/12/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993
1323,5049,Prof Merritt Zieme,Mr,Male,1,Married,24,2020-09-08,11/30/2020,Inactive,11/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1975
1324,5050,Prof Rachael Kuhlman MD,Mr,Male,1,Single,70,2020-10-02,\N,Inactive,10/3/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1998
1325,5051,Nathanial Terry,Mr,Male,1,Married,8,2020-10-05,8/7/2021,Inactive,8/7/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1982
1326,5052,Prof Arden Franecki V,Mr,Male,1,Married,144,2020-10-06,\N,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,1967
1329,5012,Verlie Hodkiewicz,Mr,Male,1,Married,24,2020-07-14,\N,Inactive,9/26/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1986
1330,5055,Carissa Gerlach,Mr,Male,3,Single,146,2020-10-09,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Assistant Site Engineer,2005
1332,5082,Dr Elmore Huels MD,Mr,Male,1,Married,7,2020-10-19,\N,Inactive,10/24/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1988
1334,5084,Yazmin Gleason,Mr,Male,1,Single,33,2020-10-19,7/21/2021,Inactive,7/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994
1335,5085,Mrs Lelah Lesch,Mr,Male,1,Married,48,2020-10-19,11/23/2020,Inactive,11/23/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1984
1336,5086,Avis D'Amore,Mr,Male,1,Single,27,2020-10-17,0000-00-00,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1997
1380,5089,Carli Crist,Miss,Female,1,Single,147,2020-10-28,1/29/2021,Inactive,1/29/2021,1538,\N,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,1993
1381,5090,Lester Mann IV,Mr,Male,1,Married,176,2020-11-09,5/31/2022,Inactive,5/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,1983
1382,5091,Rhea Walker,Mr,Male,1,Single,8,2020-11-09,\N,Inactive,12/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
1383,5092,Mortimer Towne,Mr,Male,1,Single,27,2020-11-09,9/22/2021,Inactive,9/22/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1998
1384,5093,Vern Shanahan,Mr,Male,1,Single,27,2020-11-09,\N,Inactive,12/1/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1997
1385,5094,Luciano Barrows,Mr,Male,1,Single,40,2020-11-11,9/27/2021,Inactive,9/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Purchasing Officer,1996
1386,5103,Mr Lucio Sauer MD,Mr,Male,5,Married,22,2020-11-18,1/26/2022,Inactive,1/26/2022,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1985
1388,5102,Aletha Schaefer I,Mr,Male,1,Married,80,2020-11-18,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1968
1389,5104,Roberta Baumbach,Mr,Male,1,Married,43,2020-11-18,\N,Inactive,11/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1991
1390,198071,Tom Gutkowski,Mr,Male,1,Married,1,2020-11-17,9/5/2021,Inactive,9/5/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1971
1397,5107,Mateo Braun Sr,Mr,Male,1,Single,22,2020-11-25,1/22/2021,Inactive,1/22/2021,1333,\N,Staff,Contarct Basis,Buddhist,Technical Officer,2000
1398,5110,Kelsi Koss III,Mr,Male,1,Single,48,2020-12-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1995
1399,5111,Lyda Bauch,Mr,Male,1,Single,95,2020-12-03,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Welder,1998
1430,5109,Dr Dylan Powlowski,Mr,Male,1,Single,24,2020-12-09,0000-00-00,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1999
1432,5116,Trudie Davis PhD,Miss,Female,1,Single,17,2020-12-14,8/13/2021,Inactive,8/13/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993
1433,50031,Alessia Effertz,Ms,Female,1,Married,149,2020-11-23,6/30/2021,Inactive,6/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,1970
1434,5117,Itzel Langosh,Mr,Male,1,Single,27,2020-12-16,12/24/2021,Inactive,12/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1995
1435,50032,Donny Hauck,Mr,Male,1,Married,8,2020-12-11,3/11/2021,Inactive,3/11/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987
1436,5119,Ignacio Mohr,Mr,Male,5,Married,36,2020-12-19,\N,Active,\N,945,\N,Staff,Contarct Basis,Muslim,Engineer Assistant,1983
1437,50029,Elvie Reynolds,Ms,Female,1,Married,120,2020-10-02,3/31/2021,Inactive,3/31/2021,\N,\N,Management,Contarct Basis,Buddhist,HR Manager,1976
1439,5120,Houston Pagac,Mr,Male,3,Single,33,2020-12-28,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1995
1440,5121,Ariel Wolff,Mr,Male,1,Single,89,2021-01-06,8/16/2021,Inactive,8/16/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1993
1441,5123,Miss Fleta Rowe I,Mr,Male,1,Single,22,2021-01-07,5/31/2021,Inactive,5/31/2021,1538,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
1443,5124,Dane Jones,Mr,Male,1,Married,8,2021-01-11,4/24/2021,Inactive,4/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1985
1445,5125,Clarabelle Lemke II,Mr,Male,1,Married,17,2021-01-15,1/19/2021,Inactive,1/19/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1986
1446,5126,Mrs Celestine Cartwright IV,Mr,Male,3,Married,22,2021-01-15,12/31/2021,Inactive,12/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1989
1538,5135,Estel Hahn,Mr,Male,1,Married,6,2021-01-25,2/28/2022,Inactive,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1964
1539,51008,Reagan Marquardt,Mr,Male,1,Single,153,2021-02-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Store Labour,1994
1543,5137,Dr Alexie Simonis,Mr,Male,1,Single,17,2021-02-05,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1994
1619,5154,Erin Grimes,Mr,Male,3,Single,36,2021-02-20,6/22/2021,Inactive,6/22/2021,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994
1625,5153,Ava Okuneva,Mr,Male,1,Married,66,2021-02-16,8/15/2021,Inactive,8/15/2021,\N,\N,Management,Contarct Basis,Buddhist,HR & Admin Officer,1975
1629,5155,Zola Lind Jr,Mr,Male,1,Married,78,2021-03-11,7/21/2021,Inactive,7/21/2021,\N,\N,Management,Contarct Basis,Buddhist,Assistant Accountant,1990
1630,5207,Dr Sid Rutherford,Mr,Male,3,Single,7,2021-03-12,4/1/2022,Inactive,4/1/2022,\N,\N,Staff,Contarct Basis,Hindu,Store Keeper,1996
1636,179028,Christy Gleichner,Mr,Male,1,Married,122,2021-02-04,6/30/2022,Inactive,6/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,1980
1637,189051,Devin Osinski,Mr,Male,1,Married,55,2021-02-01,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1997
1644,179030,Wyman Bashirian,Mr,Male,1,Married,134,2021-03-12,4/19/2022,Inactive,4/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1952
1657,5208,Marques Prohaska,Mr,Male,1,Married,48,2021-03-22,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1978
1683,5211,Prof Nona Mante,Mr,Male,1,Married,108,2021-04-02,6/25/2022,Inactive,6/25/2022,\N,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1989
1685,5212,Vita Lind MD,Mr,Male,1,Married,22,2021-04-05,0000-00-00,Active,0000-00-00,2631,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987
1715,5253,Lamont Leffler,Mr,Male,1,Married,104,2021-04-19,8/25/2021,Inactive,8/25/2021,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1989
1716,5254,Angeline Turcotte,Mr,Male,1,Single,9,2021-04-19,8/12/2021,Inactive,8/12/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistance QS,1995
1738,198100,Ms Eugenia Yost V,Mr,Male,1,Married,1,2021-04-24,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1964
1739,5256,Lukas Walter,Mr,Male,1,Married,162,2021-04-20,12/10/2021,Inactive,12/10/2021,1739,\N,Management,Contarct Basis,Buddhist,Chief Project Officer,1970
1740,5258,Treva Hoppe,Mr,Male,1,Married,163,2021-04-27,8/19/2021,Inactive,8/19/2021,\N,\N,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1975
1741,5259,Mrs Mallie Torp IV,Miss,Female,1,Single,161,2021-04-27,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,QS Contract,1992
1760,5275,Prof Maxine Becker II,Mr,Male,1,Married,27,2021-05-11,1/31/2022,Inactive,1/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1969
1761,5276,Murphy O'Hara,Mr,Male,1,Married,27,2021-05-11,0000-00-00,Inactive,8/14/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1963
1771,198110,Mr Cesar Powlowski II,Mr,Male,1,Married,31,2021-05-14,11/21/2022,Inactive,11/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
1772,200033,Nels Schulist,Mr,Male,3,Married,30,2021-05-03,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1954
1773,200034,Fidel Muller,Mr,Male,3,Married,30,2021-05-05,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1992
1784,196113,Carol Mertz MD,Mr,Male,1,Married,43,2021-05-18,3/12/2022,Inactive,3/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1980
1800,5278,Prof Bethel Lemke,Mr,Male,5,Married,8,2021-05-17,12/17/2022,Inactive,12/17/2022,\N,\N,Staff,Contarct Basis,Muslim,Quantity Surveyor,1993
1803,200021,Duncan Waters,Mr,Male,3,Married,122,2021-02-06,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Security,1980
1804,200022,Miss Jeanne Schoen,Mr,Male,3,Married,122,2021-02-06,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Security,1980
1814,1795001,Dr Ryann Feest PhD,Mr,Male,1,Married,122,2021-05-21,7/26/2022,Inactive,7/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,1978
1815,1795002,Myriam Buckridge,Mr,Male,1,Married,122,2021-05-21,11/28/2022,Inactive,11/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,1979
1816,1795003,Emelie Langworth,Mr,Male,1,Married,24,2021-05-13,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1968
1820,198112,Miss Libbie Reinger,Mr,Male,1,Married,122,2021-05-24,5/6/2022,Inactive,5/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,1992
1822,193141,Jodie Satterfield,Mr,Male,1,Married,55,2021-06-02,3/26/2022,Inactive,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1975
1825,193144,Antonetta Wyman,Mr,Male,1,Married,31,2021-06-02,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959
1827,1795005,Dr Serena Trantow,Mr,Male,1,Married,31,2021-06-01,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
1833,179033,Ms Delores Towne DDS,Mr,Male,1,Married,29,2021-06-01,7/23/2022,Inactive,7/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1973
1834,5279,Adonis Trantow MD,Mr,Male,3,Single,33,2021-06-05,1/17/2022,Inactive,1/17/2022,1834,\N,Staff,Contarct Basis,Hindu,Site Engineer,1994
1844,1795014,Jefferey Torp,Mr,Male,1,Married,31,2021-06-10,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983
1846,1795016,Mr Erik Bruen PhD,Mr,Male,1,Married,4,2021-06-10,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1958
1849,193146,Elissa Krajcik,Mr,Male,1,Married,31,2021-06-08,4/11/2022,Inactive,4/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987
1850,1795018,Donnie Bergstrom,Mr,Male,1,Married,31,2021-06-14,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978
1852,1795020,Marina Reichert III,Mr,Male,1,Married,124,2021-06-14,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1977
1854,1795022,Chesley Morissette,Mr,Male,1,Married,124,2021-06-14,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1969
1855,1795023,Mrs Sally Spencer,Mr,Male,1,Married,31,2021-06-15,4/11/2022,Inactive,4/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
1857,196115,Prof Christop West IV,Mr,Male,1,Single,31,2021-06-01,2/15/2022,Inactive,2/15/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
1860,196118,Dixie Gleason,Mr,Male,1,Single,31,2021-06-02,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
1861,196119,Mrs Emely Oberbrunner DVM,Mr,Male,1,Single,31,2021-06-02,1/3/2022,Inactive,1/3/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
1862,196120,Prof Viola Swaniawski,Mr,Male,1,Married,31,2021-06-02,6/16/2022,Inactive,6/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
1863,196121,Rollin Okuneva,Mr,Male,1,Married,31,2021-06-03,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
1865,196123,Stephania Greenholt,Mr,Male,1,Married,31,2021-06-03,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962
1867,196125,Vanessa Wuckert,Mr,Male,1,Married,31,2021-06-05,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963
1873,196131,Gust Pagac,Mr,Male,1,Married,30,2021-06-14,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998
1874,196132,Hulda Wolf,Mr,Male,1,Single,31,2021-06-14,2/23/2022,Inactive,2/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
1878,196136,Miss Viola Collins DDS,Mr,Male,1,Married,55,2021-06-14,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1998
1881,196138,Rhett Haley,Mr,Male,1,Married,31,2021-06-15,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
1886,1795024,Braxton Volkman,Mr,Male,1,Married,31,2021-06-18,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
1890,1795026,Clotilde Boyer III,Mr,Male,3,Married,31,2021-06-21,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1978
1892,193145,Lelah Williamson,Mr,Male,1,Married,31,2021-06-04,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962
1899,193156,Mr Lon Hackett,Mr,Male,1,Married,80,2021-06-15,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Driver - cab,1965
1902,193159,Miss Clara Hessel I,Mr,Male,1,Married,31,2021-06-17,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965
1903,193160,Ms Nellie Bruen Jr,Mr,Male,1,Married,55,2021-06-18,6/4/2022,Inactive,6/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1961
